streetAddress2,desktopHours/desktopHours/Monday,desktopHours/desktopHours/Tuesday,desktopHours/desktopHours/Wednesday,desktopHours/desktopHours/Thursday,desktopHours/desktopHours/Friday,desktopHours/desktopHours/Saturday,desktopHours/desktopHours/Sunday,agentPaymentType,detail.hours/Monday,detail.hours/Tuesday,detail.hours/Wednesday,detail.hours/Thursday,detail.hours/Friday,detail.hours/Saturday,detail.hours/Sunday,sunOpenTime,is_dormant,thuCloseTime,searchName,wedCloseTime,friCloseTime,time_zone,monCloseTime,phone,satOpenTime,s_phone,postal,city,name,NAID,location,latitude,state,streetAddress,thuOpenTime,wedOpenTime,tueOpenTime,bankAccountRequired,streetAddress3,formattedAddress,satCloseTime,friOpenTime,country,locator_id,longitude,sunCloseTime,atmLocation,monOpenTime,tueCloseTime,2CharCountryISO,networkName,type,distance,tzOffset,detail.services/0,detail.services/1,detail.services/2,detail.services/3,detail.services/4,detail.services/5,detail.services/6,id,desktopServices/0/desktopServices/0,desktopServices/0/desktopServices/1,desktopServices/0/desktopServices/2,desktopServices/0/desktopServices/3,desktopServices/0/desktopServices/4,desktopServices/0/desktopServices/5,desktopServices/0/desktopServices/6,CODECL,stage_and_pay,COUNTRY_NAME,orig_id,Spanish_Message,actionFilter,English_Message,services,detailsUrl,sendToCuba,wuAgent,detail.services/7,detail.services/8,detail.services/9,desktopServices/0/desktopServices/7,desktopServices/0/desktopServices/8,desktopServices/0/desktopServices/9
NEAR MUSAFFAH CITY HYPERMARKET,09:00 AM - 11:00 PM,09:00 AM - 11:00 PM,09:00 AM - 11:00 PM,09:00 AM - 11:00 PM,09:00 AM - 11:00 PM,09:00 AM - 11:00 PM,09:00 AM - 11:00 PM,,09:00 AM - 11:00 PM,09:00 AM - 11:00 PM,09:00 AM - 11:00 PM,09:00 AM - 11:00 PM,09:00 AM - 11:00 PM,09:00 AM - 11:00 PM,09:00 AM - 11:00 PM,09:00,,23:00,LULU INTERNATIONAL EXCHANGE LLC,23:00,23:00,Asia/Dubai,23:00,(+971) 2-5575118,09:00,97125575118,,Musaffah,LULU INTERNATIONAL EXCHANGE LLC,d2dc7817103cee9d1234c77438ca7e4c,"24.366869,54.484586",24.366869,ABU DHABI,Bldg Musaffah City Market Musaffah St,09:00,09:00,09:00,N,TRANSACTION LIMITS BY ROM 00937849,"Bldg Musaffah City Market Musaffah St, Near Musaffah City Hypermarket, Transaction Limits By Rom 00937849, Musaffah, Abu Dhabi, Ae",23:00,09:00,AE,,54.484586,23:00,N,09:00,23:00,AE,LULU INTERNATIONAL EXCHANGE LL,,122.92,240,Cash Money Transfer,Mobile Money Transfer,Pick Up Cash,Money Transfer,Money Transfer to a Bank Account,42821efdd0e10110684abd11106080cf,moneyTransferSend,mobileMoneyTransfer,moneyTransferReceive,moneyTransfer,directToBusiness,8,,United Arab Emirates,AED220263,,,,"moneyTransferSend,mobileMoneyTransfer,moneyTransferReceive,moneyTransfer,directToBusiness,quickPay,quickCash",ae/abu-dhabi/musaffah/42821efdd0e10110684abd11106080cf,FALSE,FALSE,Quick Pay,Quick Cash,quickPay,quickCash,,,,,,
NEAR SAFEER MALL,08:50 AM - 11:59 PM,08:50 AM - 11:59 PM,08:50 AM - 11:59 PM,08:50 AM - 11:59 PM,08:50 AM - 11:59 PM,08:50 AM - 11:59 PM,08:50 AM - 11:59 PM,,08:50 AM - 11:59 PM,08:50 AM - 11:59 PM,08:50 AM - 11:59 PM,08:50 AM - 11:59 PM,08:50 AM - 11:59 PM,08:50 AM - 11:59 PM,08:50 AM - 11:59 PM,08:50,,23:59,AL FARDAN EXCHANGE MOHD BIN ZAYED,23:59,23:59,Asia/Dubai,23:59,(+971) 2-4471331,08:50,97124471331,,Abu Dhabi,AL FARDAN EXCHANGE MOHD BIN ZAYED,6224f8898a76dc688257851586a1eb3f,"24.341601,54.531262",24.341601,ABU DHABI,Bldg Al Fardan Al Heefah St,08:50,08:50,08:50,N,LIMITS BY CMP 749942,"Bldg Al Fardan Al Heefah St, Near Safeer Mall, Limits By Cmp 749942, Abu Dhabi, Abu Dhabi, Ae",23:59,08:50,AE,,54.531262,23:59,N,08:50,23:59,AE,AL FARDAN EXCHANGE,,123.17,240,Cash Money Transfer,Mobile Money Transfer,Pick Up Cash,Money Transfer,Money Transfer to a Bank Account,1087d4907f5dad36566e464539dcb3c6,moneyTransferSend,mobileMoneyTransfer,moneyTransferReceive,moneyTransfer,directToBusiness,8,,United Arab Emirates,AED420496,,,,"moneyTransferSend,mobileMoneyTransfer,moneyTransferReceive,moneyTransfer,directToBusiness,quickPay,quickCash,stageAndPay,stageAndPaySend,stageAndPayReceive",ae/abu-dhabi/abu-dhabi/1087d4907f5dad36566e464539dcb3c6,FALSE,FALSE,Quick Pay,Quick Cash,quickPay,quickCash,Pay for Transfers Started on App,Cash Money Transfer,Pick Up Cash,stageAndPay,stageAndPaySend,stageAndPayReceive
NEAR AL SAFEER MALL,08:50 AM - 11:59 PM,08:50 AM - 11:59 PM,08:50 AM - 11:59 PM,08:50 AM - 11:59 PM,08:50 AM - 11:59 PM,08:50 AM - 11:59 PM,08:50 AM - 11:59 PM,,08:50 AM - 11:59 PM,08:50 AM - 11:59 PM,08:50 AM - 11:59 PM,08:50 AM - 11:59 PM,08:50 AM - 11:59 PM,08:50 AM - 11:59 PM,08:50 AM - 11:59 PM,08:50,,23:59,AL FARDAN EXCHANGE RUWAIS,23:59,23:59,Asia/Dubai,23:59,(+971) 2-4471331,08:50,97124471331,,Abu Dhabi,AL FARDAN EXCHANGE RUWAIS,6224f8898a76dc688257851586a1eb3f,"24.342912,54.529816",24.342912,ABU DHABI,Bldg Al Safeer Mall Maareej St,08:50,08:50,08:50,N,LIMITS BY CMP 749942,"Bldg Al Safeer Mall Maareej St, Near Al Safeer Mall, Limits By Cmp 749942, Abu Dhabi, Abu Dhabi, Ae",23:59,08:50,AE,,54.529816,23:59,N,08:50,23:59,AE,AL FARDAN EXCHANGE,,123.21,240,Cash Money Transfer,Mobile Money Transfer,Pick Up Cash,Money Transfer,Money Transfer to a Bank Account,7aaa821d5626fb1f88b88789e86b0e6d,moneyTransferSend,mobileMoneyTransfer,moneyTransferReceive,moneyTransfer,directToBusiness,8,,United Arab Emirates,AED420308,,,,"moneyTransferSend,mobileMoneyTransfer,moneyTransferReceive,moneyTransfer,directToBusiness,quickPay,quickCash,stageAndPay,stageAndPaySend,stageAndPayReceive",ae/abu-dhabi/abu-dhabi/7aaa821d5626fb1f88b88789e86b0e6d,FALSE,FALSE,Quick Pay,Quick Cash,quickPay,quickCash,Pay for Transfers Started on App,Cash Money Transfer,Pick Up Cash,stageAndPay,stageAndPaySend,stageAndPayReceive
NEAR SAFEER MALL,07:30 AM - 11:59 PM,07:30 AM - 11:59 PM,07:30 AM - 11:59 PM,07:30 AM - 11:59 PM,07:30 AM - 11:59 PM,07:30 AM - 11:59 PM,07:30 AM - 11:59 PM,,07:30 AM - 11:59 PM,07:30 AM - 11:59 PM,07:30 AM - 11:59 PM,07:30 AM - 11:59 PM,07:30 AM - 11:59 PM,07:30 AM - 11:59 PM,07:30 AM - 11:59 PM,07:30,,23:59,AL ANSARI EXCHANGE,23:59,23:59,Asia/Dubai,23:59,(+971) 2-5523002,07:30,97125523002,,Abu Dhabi,AL ANSARI EXCHANGE,dd695127669a28f6f72eb3d3cad2c218,"24.342821,54.530251",24.342821,ABU DHABI,Bldg Safeer Mall Mussafah St,07:30,07:30,07:30,N,LIMITS BY CMP 749942,"Bldg Safeer Mall Mussafah St, Near Safeer Mall, Limits By Cmp 749942, Abu Dhabi, Abu Dhabi, Ae",23:59,07:30,AE,,54.530251,23:59,N,07:30,23:59,AE,AL ANSARI EXCHANGE,,123.23,240,Cash Money Transfer,Mobile Money Transfer,Pick Up Cash,Money Transfer,Money Transfer to a Bank Account,1ddc2d11bfa235ffbf202d560e63ccdb,moneyTransferSend,mobileMoneyTransfer,moneyTransferReceive,moneyTransfer,directToBusiness,8,,United Arab Emirates,AED010866,,,,"moneyTransferSend,mobileMoneyTransfer,moneyTransferReceive,moneyTransfer,directToBusiness,quickPay,quickCash",ae/abu-dhabi/abu-dhabi/1ddc2d11bfa235ffbf202d560e63ccdb,FALSE,FALSE,Quick Pay,Quick Cash,quickPay,quickCash,,,,,,
MUSAFFAH32 ABUDHABI,08:00 AM - 11:30 PM,08:00 AM - 11:30 PM,08:00 AM - 11:30 PM,08:00 AM - 11:30 PM,08:00 AM - 11:30 PM,08:00 AM - 11:30 PM,08:00 AM - 11:30 PM,,08:00 AM - 11:30 PM,08:00 AM - 11:30 PM,08:00 AM - 11:30 PM,08:00 AM - 11:30 PM,08:00 AM - 11:30 PM,08:00 AM - 11:30 PM,08:00 AM - 11:30 PM,08:00,,23:30,AL RAZOUKI INTL EXCHANGE CO,23:30,23:30,Asia/Dubai,23:30,(+971) 2-5533720,08:00,97125533720,,Abu Dhabi,AL RAZOUKI INTL EXCHANGE CO,3354a6e17d35a28b54be09d17ae84945,"24.354917,54.512444",24.354917,ABU DHABI,Sulaiman Mohamed Al Fazari Building,08:00,08:00,08:00,N,LIMITS BY CMP 749942,"Sulaiman Mohamed Al Fazari Building, Musaffah32 Abudhabi, Limits By Cmp 749942, Abu Dhabi, Abu Dhabi, Ae",23:30,08:00,AE,,54.512444,23:30,N,08:00,23:30,AE,AL RAZOUKI INTL EXCHANGE CO.,,123.33,240,Cash Money Transfer,Mobile Money Transfer,Money Transfer,Money Transfer to a Bank Account,Quick Pay,abd7d88553e823e0a8a543b763321345,moneyTransferSend,mobileMoneyTransfer,moneyTransfer,directToBusiness,quickPay,9,,United Arab Emirates,AED080331,,,,"moneyTransferSend,mobileMoneyTransfer,moneyTransfer,directToBusiness,quickPay,quickCash",ae/abu-dhabi/abu-dhabi/abd7d88553e823e0a8a543b763321345,FALSE,FALSE,Quick Cash,,quickCash,,,,,,,
AREA SHABIA 9,08:30 AM - 11:00 PM,08:30 AM - 11:00 PM,08:30 AM - 11:00 PM,08:30 AM - 11:00 PM,08:30 AM - 11:00 PM,08:30 AM - 11:00 PM,08:30 AM - 11:00 PM,,08:30 AM - 11:00 PM,08:30 AM - 11:00 PM,08:30 AM - 11:00 PM,08:30 AM - 11:00 PM,08:30 AM - 11:00 PM,08:30 AM - 11:00 PM,08:30 AM - 11:00 PM,08:30,,23:00,FEDERAL EXCHANGE,23:00,23:00,Asia/Dubai,23:00,(+971) 2-5558851,08:30,97125558851,29407,Musaffah,FEDERAL EXCHANGE,e288f6281690153279f7f520317a0ef1,"24.344546,54.530415",24.344546,ABU DHABI,Bldg Salem Shop No 1  Alhadheedh St,08:30,08:30,08:30,N,LIMITS BY ROS 00791332,"Bldg Salem Shop No 1  Alhadheedh St, Area Shabia 9, Limits By Ros 00791332, Musaffah, Abu Dhabi, Ae",23:00,08:30,AE,,54.530415,23:00,N,08:30,23:00,AE,FEDERAL EXCHANGE,,123.39,240,Cash Money Transfer,Mobile Money Transfer,Pick Up Cash,Money Transfer,Money Transfer to a Bank Account,4defef9d4213464147bd6aaad90f2160,moneyTransferSend,mobileMoneyTransfer,moneyTransferReceive,moneyTransfer,directToBusiness,8,,United Arab Emirates,AJ2190020,,,,"moneyTransferSend,mobileMoneyTransfer,moneyTransferReceive,moneyTransfer,directToBusiness,quickPay,quickCash",ae/abu-dhabi/musaffah/4defef9d4213464147bd6aaad90f2160,FALSE,FALSE,Quick Pay,Quick Cash,quickPay,quickCash,,,,,,
AREA MUSSAFAH 24,07:30 AM - 10:00 PM,07:30 AM - 10:00 PM,07:30 AM - 10:00 PM,07:30 AM - 10:00 PM,07:30 AM - 10:00 PM,07:30 AM - 10:00 PM,07:30 AM - 10:00 PM,,07:30 AM - 10:00 PM,07:30 AM - 10:00 PM,07:30 AM - 10:00 PM,07:30 AM - 10:00 PM,07:30 AM - 10:00 PM,07:30 AM - 10:00 PM,07:30 AM - 10:00 PM,07:30,,22:00,ORIENT EXCHANGE CO   L L C,22:00,22:00,Asia/Dubai,22:00,(+971) 2-5584638,07:30,97125584638,,Abu Dhabi,ORIENT EXCHANGE CO   L L C,9001a4fba338c7829fda600484d55d9f,"24.361075,54.522826",24.361075,ABU DHABI,Bldg Shop 19  And  20 Workers Village St,07:30,07:30,07:30,N,LIMITS BY CMP 00749942,"Bldg Shop 19  And  20 Workers Village St, Area Mussafah 24, Limits By Cmp 00749942, Abu Dhabi, Abu Dhabi, Ae",22:00,07:30,AE,,54.522826,22:00,N,07:30,22:00,AE,ORIENT EXCHANGE COMPANY L.L.C.,,124.48,240,Cash Money Transfer,Mobile Money Transfer,Pick Up Cash,Money Transfer,Money Transfer to a Bank Account,07446485bc67b99e343b8cc3e7614d29,moneyTransferSend,mobileMoneyTransfer,moneyTransferReceive,moneyTransfer,directToBusiness,8,,United Arab Emirates,AED100538,,,,"moneyTransferSend,mobileMoneyTransfer,moneyTransferReceive,moneyTransfer,directToBusiness,quickPay,quickCash",ae/abu-dhabi/abu-dhabi/07446485bc67b99e343b8cc3e7614d29,FALSE,FALSE,Quick Pay,Quick Cash,quickPay,quickCash,,,,,,
,08:00 AM - 11:59 PM,08:00 AM - 11:59 PM,08:00 AM - 11:59 PM,08:00 AM - 11:59 PM,08:00 AM - 11:59 PM,08:00 AM - 11:59 PM,08:00 AM - 11:59 PM,,08:00 AM - 11:59 PM,08:00 AM - 11:59 PM,08:00 AM - 11:59 PM,08:00 AM - 11:59 PM,08:00 AM - 11:59 PM,08:00 AM - 11:59 PM,08:00 AM - 11:59 PM,08:00,,23:59,AL ANSARI EXCHANGE,23:59,23:59,Asia/Dubai,23:59,(+971) 2-5591435,08:00,97125591435,,Mussafah M9,AL ANSARI EXCHANGE,dd695127669a28f6f72eb3d3cad2c218,"24.373550,54.506060",24.37355,,Bldg Royal Emirates Supermarket,08:00,08:00,08:00,N,,"Bldg Royal Emirates Supermarket, Mussafah M9, Ae",23:59,08:00,AE,,54.50606,23:59,N,08:00,23:59,AE,AL ANSARI EXCHANGE,,124.71,240,Cash Money Transfer,Pick Up Cash,Money Transfer,Quick Pay,Quick Cash,f6d43e4ca1959d81d0fa1f02b8cc8fda,moneyTransferSend,moneyTransferReceive,moneyTransfer,quickPay,quickCash,8,,United Arab Emirates,AED015816,,,,"moneyTransferSend,moneyTransferReceive,moneyTransfer,quickPay,quickCash",ae/state/mussafah-m9/f6d43e4ca1959d81d0fa1f02b8cc8fda,FALSE,FALSE,,,,,,,,,,
NEAR: KM TRADING,08:30 AM - 11:30 PM,08:30 AM - 11:30 PM,08:30 AM - 11:30 PM,08:30 AM - 11:30 PM,08:30 AM - 11:30 PM,08:30 AM - 11:30 PM,08:30 AM - 11:30 PM,,08:30 AM - 11:30 PM,08:30 AM - 11:30 PM,08:30 AM - 11:30 PM,08:30 AM - 11:30 PM,08:30 AM - 11:30 PM,08:30 AM - 11:30 PM,08:30 AM - 11:30 PM,08:30,,23:30,LULU INTERNATIONAL EXCHANGE LLC,23:30,23:30,Asia/Dubai,23:30,(+971) 2-5544950,08:30,97125544950,,Abu Dhabi,LULU INTERNATIONAL EXCHANGE LLC,d2dc7817103cee9d1234c77438ca7e4c,"24.365468,54.520009",24.365468,ABU DHABI,Bldg Daman Seha Al Jammalah St,08:30,08:30,08:30,N,TRANSACTION LIMITS BY ROM 00937849,"Bldg Daman Seha Al Jammalah St, Near: Km Trading, Transaction Limits By Rom 00937849, Abu Dhabi, Abu Dhabi, Ae",23:30,08:30,AE,,54.520009,23:30,N,08:30,23:30,AE,LULU INTERNATIONAL EXCHANGE LL,,124.73,240,Cash Money Transfer,Mobile Money Transfer,Pick Up Cash,Money Transfer,Money Transfer to a Bank Account,e7b834de3c517e90655a41179f466871,moneyTransferSend,mobileMoneyTransfer,moneyTransferReceive,moneyTransfer,directToBusiness,8,,United Arab Emirates,AED220548,,,,"moneyTransferSend,mobileMoneyTransfer,moneyTransferReceive,moneyTransfer,directToBusiness,quickPay,quickCash",ae/abu-dhabi/abu-dhabi/e7b834de3c517e90655a41179f466871,FALSE,FALSE,Quick Pay,Quick Cash,quickPay,quickCash,,,,,,
NEAR AL MUSHREF COOP SOCIETY,07:30 AM - 11:59 PM,07:30 AM - 11:59 PM,07:30 AM - 11:59 PM,07:30 AM - 11:59 PM,07:30 AM - 11:59 PM,07:30 AM - 11:59 PM,07:30 AM - 11:59 PM,,07:30 AM - 11:59 PM,07:30 AM - 11:59 PM,07:30 AM - 11:59 PM,07:30 AM - 11:59 PM,07:30 AM - 11:59 PM,07:30 AM - 11:59 PM,07:30 AM - 11:59 PM,07:30,,23:59,AL ANSARI EXCHANGE,23:59,23:59,Asia/Dubai,23:59,(+971) 2-4413552,07:30,97124413552,,Abu Dhabi,AL ANSARI EXCHANGE,dd695127669a28f6f72eb3d3cad2c218,"24.426545,54.407521",24.426545,ABU DHABI,Bldg Al Mushref Coop Al Dhafra St,07:30,07:30,07:30,N,LIMITS BY CMP 749942,"Bldg Al Mushref Coop Al Dhafra St, Near Al Mushref Coop Society, Limits By Cmp 749942, Abu Dhabi, Abu Dhabi, Ae",23:59,07:30,AE,,54.407521,23:59,N,07:30,23:59,AE,AL ANSARI EXCHANGE,,124.8,240,Cash Money Transfer,Mobile Money Transfer,Pick Up Cash,Money Transfer,Money Transfer to a Bank Account,9fe145c58610f9318264e76238a5bb3c,moneyTransferSend,mobileMoneyTransfer,moneyTransferReceive,moneyTransfer,directToBusiness,8,,United Arab Emirates,AED012253,,,,"moneyTransferSend,mobileMoneyTransfer,moneyTransferReceive,moneyTransfer,directToBusiness,quickPay,quickCash",ae/abu-dhabi/abu-dhabi/9fe145c58610f9318264e76238a5bb3c,FALSE,FALSE,Quick Pay,Quick Cash,quickPay,quickCash,,,,,,
NEAR PEDESTRIAN BRIDGE MUSAFFAH,08:50 AM - 11:59 PM,08:50 AM - 11:59 PM,08:50 AM - 11:59 PM,08:50 AM - 11:59 PM,08:50 AM - 11:59 PM,08:50 AM - 11:59 PM,08:50 AM - 11:59 PM,,08:50 AM - 11:59 PM,08:50 AM - 11:59 PM,08:50 AM - 11:59 PM,08:50 AM - 11:59 PM,08:50 AM - 11:59 PM,08:50 AM - 11:59 PM,08:50 AM - 11:59 PM,08:50,,23:59,AL FARDAN EXCHANGE MUSAFFAH,23:59,23:59,Asia/Dubai,23:59,(+971) 2-5555928,08:50,97125555928,,Musaffah,AL FARDAN EXCHANGE MUSAFFAH,6224f8898a76dc688257851586a1eb3f,"24.373070,54.516097",24.37307,ABU DHABI,Bldg Al Fardan Al Raha St,08:50,08:50,08:50,N,LIMITS BY CMP 749942,"Bldg Al Fardan Al Raha St, Near Pedestrian Bridge Musaffah, Limits By Cmp 749942, Musaffah, Abu Dhabi, Ae",23:59,08:50,AE,,54.516097,23:59,N,08:50,23:59,AE,AL FARDAN EXCHANGE,,125.21,240,Cash Money Transfer,Mobile Money Transfer,Pick Up Cash,Money Transfer,Money Transfer to a Bank Account,530961ff25bcf43b35415571a3e857c8,moneyTransferSend,mobileMoneyTransfer,moneyTransferReceive,moneyTransfer,directToBusiness,8,,United Arab Emirates,AED420221,,,,"moneyTransferSend,mobileMoneyTransfer,moneyTransferReceive,moneyTransfer,directToBusiness,quickPay,quickCash,stageAndPay,stageAndPaySend,stageAndPayReceive",ae/abu-dhabi/musaffah/530961ff25bcf43b35415571a3e857c8,FALSE,FALSE,Quick Pay,Quick Cash,quickPay,quickCash,Pay for Transfers Started on App,Cash Money Transfer,Pick Up Cash,stageAndPay,stageAndPaySend,stageAndPayReceive
NEAR ZENITH SUPERMARKET,08:50 AM - 11:59 PM,08:50 AM - 11:59 PM,08:50 AM - 11:59 PM,08:50 AM - 11:59 PM,08:50 AM - 11:59 PM,08:50 AM - 11:59 PM,08:50 AM - 11:59 PM,,08:50 AM - 11:59 PM,08:50 AM - 11:59 PM,08:50 AM - 11:59 PM,08:50 AM - 11:59 PM,08:50 AM - 11:59 PM,08:50 AM - 11:59 PM,08:50 AM - 11:59 PM,08:50,,23:59,AL FARDAN EXCHANGE BANIYAS,23:59,23:59,Asia/Dubai,23:59,(+971) 2-5834997,08:50,97125834997,,Abu Dhabi,AL FARDAN EXCHANGE BANIYAS,6224f8898a76dc688257851586a1eb3f,"24.282728,54.647927",24.282728,ABU DHABI,Bldg Zenith Supermarket Baniyas St,08:50,08:50,08:50,N,LIMITS BY CMP 749942,"Bldg Zenith Supermarket Baniyas St, Near Zenith Supermarket, Limits By Cmp 749942, Abu Dhabi, Abu Dhabi, Ae",23:59,08:50,AE,,54.647927,23:59,N,08:50,23:59,AE,AL FARDAN EXCHANGE,,125.25,240,Cash Money Transfer,Mobile Money Transfer,Pick Up Cash,Money Transfer,Money Transfer to a Bank Account,85ec7a8da02ff6845be70514da4534b3,moneyTransferSend,mobileMoneyTransfer,moneyTransferReceive,moneyTransfer,directToBusiness,8,,United Arab Emirates,AED420287,,,,"moneyTransferSend,mobileMoneyTransfer,moneyTransferReceive,moneyTransfer,directToBusiness,quickPay,quickCash,stageAndPay,stageAndPaySend,stageAndPayReceive",ae/abu-dhabi/abu-dhabi/85ec7a8da02ff6845be70514da4534b3,FALSE,FALSE,Quick Pay,Quick Cash,quickPay,quickCash,Pay for Transfers Started on App,Cash Money Transfer,Pick Up Cash,stageAndPay,stageAndPaySend,stageAndPayReceive
NEAR LEADERS PHARMACY,08:00 AM - 11:59 PM,08:00 AM - 11:59 PM,08:00 AM - 11:59 PM,08:00 AM - 11:59 PM,08:00 AM - 11:59 PM,08:00 AM - 11:59 PM,08:00 AM - 11:59 PM,,08:00 AM - 11:59 PM,08:00 AM - 11:59 PM,08:00 AM - 11:59 PM,08:00 AM - 11:59 PM,08:00 AM - 11:59 PM,08:00 AM - 11:59 PM,08:00 AM - 11:59 PM,08:00,,23:59,AL GHURAIR EXCHANGE,23:59,23:59,Asia/Dubai,23:59,(+971) 2-5555807,08:00,97125555807,,Abu Dhabi,AL GHURAIR EXCHANGE,7b33eaa72834b30c165fd7c2c36e26d3,"24.372956,54.517848",24.372956,ABU DHABI,Bldg Firdous Musaffah St,08:00,08:00,08:00,N,LIMITS BY CMP 749942,"Bldg Firdous Musaffah St, Near Leaders Pharmacy, Limits By Cmp 749942, Abu Dhabi, Abu Dhabi, Ae",23:59,08:00,AE,,54.517848,23:59,N,08:00,23:59,AE,AL GHURAIR EXCHANGE,,125.3,240,Cash Money Transfer,Mobile Money Transfer,Pick Up Cash,Money Transfer,Money Transfer to a Bank Account,4845721b933a7e5fa56e4faadbe56479,moneyTransferSend,mobileMoneyTransfer,moneyTransferReceive,moneyTransfer,directToBusiness,8,,United Arab Emirates,AED110702,,,,"moneyTransferSend,mobileMoneyTransfer,moneyTransferReceive,moneyTransfer,directToBusiness,quickPay,quickCash",ae/abu-dhabi/abu-dhabi/4845721b933a7e5fa56e4faadbe56479,FALSE,FALSE,Quick Pay,Quick Cash,quickPay,quickCash,,,,,,
NEAR: BANIYAS MALL,09:00 AM - 11:00 PM,09:00 AM - 11:00 PM,09:00 AM - 11:00 PM,09:00 AM - 11:00 PM,09:00 AM - 11:00 PM,09:00 AM - 11:00 PM,09:00 AM - 11:00 PM,,09:00 AM - 11:00 PM,09:00 AM - 11:00 PM,09:00 AM - 11:00 PM,09:00 AM - 11:00 PM,09:00 AM - 11:00 PM,09:00 AM - 11:00 PM,09:00 AM - 11:00 PM,09:00,,23:00,LULU INTERNATIONAL EXCHANGE LLC,23:00,23:00,Asia/Dubai,23:00,(+971) 2-6547000,09:00,97126547000,,Abu Dhabi,LULU INTERNATIONAL EXCHANGE LLC,d2dc7817103cee9d1234c77438ca7e4c,"24.296152,54.636342",24.296152,ABU DHABI,Bldg Lulu Hypermarket Al Ain St,09:00,09:00,09:00,N,TRANSACTION LIMITS BY ROM 00937849,"Bldg Lulu Hypermarket Al Ain St, Near: Baniyas Mall, Transaction Limits By Rom 00937849, Abu Dhabi, Abu Dhabi, Ae",23:00,09:00,AE,,54.636342,23:00,N,09:00,23:00,AE,LULU INTERNATIONAL EXCHANGE LL,,125.62,240,Cash Money Transfer,Mobile Money Transfer,Pick Up Cash,Money Transfer,Money Transfer to a Bank Account,566b55d688329bef356b1366fe4564ee,moneyTransferSend,mobileMoneyTransfer,moneyTransferReceive,moneyTransfer,directToBusiness,8,,United Arab Emirates,AED220230,,,,"moneyTransferSend,mobileMoneyTransfer,moneyTransferReceive,moneyTransfer,directToBusiness,quickPay,quickCash",ae/abu-dhabi/abu-dhabi/566b55d688329bef356b1366fe4564ee,FALSE,FALSE,Quick Pay,Quick Cash,quickPay,quickCash,,,,,,
NEAR LULU HYPERMARKET,09:30 AM - 11:00 PM,09:30 AM - 11:00 PM,09:30 AM - 11:00 PM,09:30 AM - 11:00 PM,09:30 AM - 11:30 PM,09:30 AM - 11:00 PM,09:30 AM - 11:00 PM,,09:30 AM - 11:00 PM,09:30 AM - 11:00 PM,09:30 AM - 11:00 PM,09:30 AM - 11:00 PM,09:30 AM - 11:30 PM,09:30 AM - 11:00 PM,09:30 AM - 11:00 PM,09:30,,23:00,LULU INTERNATIONAL EXCHANGE LLC,23:00,23:30,Asia/Dubai,23:00,(+971) 2-3073553,09:30,97123073553,,Al Ain,LULU INTERNATIONAL EXCHANGE LLC,d2dc7817103cee9d1234c77438ca7e4c,"24.434261,54.413041",24.434261,ABU DHABI,Bldg Lulu Market Fatima Al Zahraa St,09:30,09:30,09:30,N,TRANSACTION LIMITS BY ROM 00937849,"Bldg Lulu Market Fatima Al Zahraa St, Near Lulu Hypermarket, Transaction Limits By Rom 00937849, Al Ain, Abu Dhabi, Ae",23:00,09:30,AE,,54.413041,23:00,N,09:30,23:00,AE,LULU INTERNATIONAL EXCHANGE LL,,125.82,240,Cash Money Transfer,Mobile Money Transfer,Pick Up Cash,Money Transfer,Money Transfer to a Bank Account,Quick Pay,Quick Cash,46ecf75a953b640433aa820cd7f3a058,moneyTransferSend,mobileMoneyTransfer,moneyTransferReceive,moneyTransfer,directToBusiness,quickPay,quickCash,8,,United Arab Emirates,AED220483,,,,"moneyTransferSend,mobileMoneyTransfer,moneyTransferReceive,moneyTransfer,directToBusiness,quickPay,quickCash",ae/abu-dhabi/al-ain/46ecf75a953b640433aa820cd7f3a058,FALSE,FALSE,,,,,,
