streetAddress2,desktopHours/desktopHours/Monday,desktopHours/desktopHours/Tuesday,desktopHours/desktopHours/Wednesday,desktopHours/desktopHours/Thursday,desktopHours/desktopHours/Friday,desktopHours/desktopHours/Saturday,desktopHours/desktopHours/Sunday,agentPaymentType,detail.hours/Monday,detail.hours/Tuesday,detail.hours/Wednesday,detail.hours/Thursday,detail.hours/Friday,detail.hours/Saturday,detail.hours/Sunday,sunOpenTime,is_dormant,thuCloseTime,searchName,wedCloseTime,friCloseTime,time_zone,monCloseTime,phone,satOpenTime,s_phone,postal,city,name,NAID,location,latitude,state,streetAddress,thuOpenTime,wedOpenTime,tueOpenTime,bankAccountRequired,streetAddress3,formattedAddress,satCloseTime,friOpenTime,country,locator_id,longitude,sunCloseTime,atmLocation,monOpenTime,tueCloseTime,2CharCountryISO,networkName,type,distance,tzOffset,detail.services/0,detail.services/1,detail.services/2,detail.services/3,detail.services/4,detail.services/5,detail.services/6,id,desktopServices/0/desktopServices/0,desktopServices/0/desktopServices/1,desktopServices/0/desktopServices/2,desktopServices/0/desktopServices/3,desktopServices/0/desktopServices/4,desktopServices/0/desktopServices/5,desktopServices/0/desktopServices/6,CODECL,stage_and_pay,COUNTRY_NAME,orig_id,Spanish_Message,actionFilter,English_Message,services,detailsUrl,sendToCuba,wuAgent,detail.services/7,detail.services/8,detail.services/9,desktopServices/0/desktopServices/7,desktopServices/0/desktopServices/8,desktopServices/0/desktopServices/9
NEAR: MUSHRIF MALL,09:30 AM - 11:30 PM,09:30 AM - 11:30 PM,09:30 AM - 11:30 PM,09:30 AM - 11:30 PM,09:30 AM - 11:30 PM,09:30 AM - 11:30 PM,09:30 AM - 11:30 PM,,09:30 AM - 11:30 PM,09:30 AM - 11:30 PM,09:30 AM - 11:30 PM,09:30 AM - 11:30 PM,09:30 AM - 11:30 PM,09:30 AM - 11:30 PM,09:30 AM - 11:30 PM,09:30,,23:30,LULU INTERNATIONAL EXCHANGE LLC,23:30,23:30,Asia/Dubai,23:30,(+971) 2-6438525,09:30,97126438525,,Al Falah,LULU INTERNATIONAL EXCHANGE LLC,d2dc7817103cee9d1234c77438ca7e4c,"24.434119,54.414268",24.434119,ABU DHABI,Bldg Mushrif Mall Al Dhafra St,09:30,09:30,09:30,N,TRANSACTION LIMITS BY ROM 00937849,"Bldg Mushrif Mall Al Dhafra St, Near: Mushrif Mall, Transaction Limits By Rom 00937849, Al Falah, Abu Dhabi, Ae",23:30,09:30,AE,,54.414268,23:30,N,09:30,23:30,AE,LULU INTERNATIONAL EXCHANGE LL,,125.86,240,Cash Money Transfer,Mobile Money Transfer,Pick Up Cash,Money Transfer,Money Transfer to a Bank Account,Quick Pay,Quick Cash,ba25935bc19915df4b5f2f41bd303f8f,moneyTransferSend,mobileMoneyTransfer,moneyTransferReceive,moneyTransfer,directToBusiness,quickPay,quickCash,8,,United Arab Emirates,AED220461,,,,"moneyTransferSend,mobileMoneyTransfer,moneyTransferReceive,moneyTransfer,directToBusiness,quickPay,quickCash",ae/abu-dhabi/al-falah/ba25935bc19915df4b5f2f41bd303f8f,FALSE,FALSE,,,,,,
NEAR MUSHRIF MALL,07:30 AM - 11:59 PM,07:30 AM - 11:59 PM,07:30 AM - 11:59 PM,07:30 AM - 11:59 PM,07:30 AM - 11:59 PM,07:30 AM - 11:59 PM,07:30 AM - 11:59 PM,,07:30 AM - 11:59 PM,07:30 AM - 11:59 PM,07:30 AM - 11:59 PM,07:30 AM - 11:59 PM,07:30 AM - 11:59 PM,07:30 AM - 11:59 PM,07:30 AM - 11:59 PM,07:30,,23:59,AL ANSARI EXCHANGE,23:59,23:59,Asia/Dubai,23:59,(+971) 2-6737826,07:30,97126737826,,Abu Dhabi,AL ANSARI EXCHANGE,dd695127669a28f6f72eb3d3cad2c218,"24.434776,54.412989",24.434776,ABU DHABI,Bldg Mushrif Mall Airport St,07:30,07:30,07:30,N,LIMITS BY CMP 749942,"Bldg Mushrif Mall Airport St, Near Mushrif Mall, Limits By Cmp 749942, Abu Dhabi, Abu Dhabi, Ae",23:59,07:30,AE,,54.412989,23:59,N,07:30,23:59,AE,AL ANSARI EXCHANGE,,125.86,240,Cash Money Transfer,Mobile Money Transfer,Pick Up Cash,Money Transfer,Money Transfer to a Bank Account,Quick Pay,Quick Cash,caa132fb1f7528eaa6f69fb17c265efc,moneyTransferSend,mobileMoneyTransfer,moneyTransferReceive,moneyTransfer,directToBusiness,quickPay,quickCash,8,,United Arab Emirates,AED011494,,,,"moneyTransferSend,mobileMoneyTransfer,moneyTransferReceive,moneyTransfer,directToBusiness,quickPay,quickCash",ae/abu-dhabi/abu-dhabi/caa132fb1f7528eaa6f69fb17c265efc,FALSE,FALSE,,,,,,
NEAR: LULU HYPERMARKET MUSHRIF,09:30 AM - 11:30 PM,09:30 AM - 11:30 PM,09:30 AM - 11:30 PM,09:30 AM - 11:30 PM,09:30 AM - 11:30 PM,09:30 AM - 11:30 PM,09:30 AM - 11:30 PM,,09:30 AM - 11:30 PM,09:30 AM - 11:30 PM,09:30 AM - 11:30 PM,09:30 AM - 11:30 PM,09:30 AM - 11:30 PM,09:30 AM - 11:30 PM,09:30 AM - 11:30 PM,09:30,,23:30,LULU INTERNATIONAL EXCHANGE LLC,23:30,23:30,Asia/Dubai,23:30,(+971) 2-6547000-145,09:30,9.71265E+13,,Abu Dhabi,LULU INTERNATIONAL EXCHANGE LLC,d2dc7817103cee9d1234c77438ca7e4c,"24.434177,54.414267",24.434177,ABU DHABI,Bldg Mushriff Mall Al Dhafra St,09:30,09:30,09:30,N,TRANSACTION LIMITS BY ROM 00937849,"Bldg Mushriff Mall Al Dhafra St, Near: Lulu Hypermarket Mushrif, Transaction Limits By Rom 00937849, Abu Dhabi, Abu Dhabi, Ae",23:30,09:30,AE,,54.414267,23:30,N,09:30,23:30,AE,LULU INTERNATIONAL EXCHANGE LL,,125.86,240,Cash Money Transfer,Mobile Money Transfer,Pick Up Cash,Money Transfer,Money Transfer to a Bank Account,Quick Pay,Quick Cash,cffdc505023655cff48df5b71b969e2f,moneyTransferSend,mobileMoneyTransfer,moneyTransferReceive,moneyTransfer,directToBusiness,quickPay,quickCash,8,,United Arab Emirates,AED220229,,,,"moneyTransferSend,mobileMoneyTransfer,moneyTransferReceive,moneyTransfer,directToBusiness,quickPay,quickCash",ae/abu-dhabi/abu-dhabi/cffdc505023655cff48df5b71b969e2f,FALSE,FALSE,,,,,,
NEAR BAWABAT AL SHARQ MALL,07:30 AM - 11:59 PM,07:30 AM - 11:59 PM,07:30 AM - 11:59 PM,07:30 AM - 11:59 PM,07:30 AM - 11:59 PM,07:30 AM - 11:59 PM,07:30 AM - 11:59 PM,,07:30 AM - 11:59 PM,07:30 AM - 11:59 PM,07:30 AM - 11:59 PM,07:30 AM - 11:59 PM,07:30 AM - 11:59 PM,07:30 AM - 11:59 PM,07:30 AM - 11:59 PM,07:30,,23:59,AL ANSARI EXCHANGE,23:59,23:59,Asia/Dubai,23:59,(+971) 2-5828657,07:30,97125828657,,Abu Dhabi,AL ANSARI EXCHANGE,dd695127669a28f6f72eb3d3cad2c218,"24.312551,54.620952",24.312551,ABU DHABI,Bldg Bawabat Alsharq Mall Almuntasaf St,07:30,07:30,07:30,N,LIMITS BY CMP 749942,"Bldg Bawabat Alsharq Mall Almuntasaf St, Near Bawabat Al Sharq Mall, Limits By Cmp 749942, Abu Dhabi, Abu Dhabi, Ae",23:59,07:30,AE,,54.620952,23:59,N,07:30,23:59,AE,AL ANSARI EXCHANGE,,126.03,240,Cash Money Transfer,Mobile Money Transfer,Pick Up Cash,Money Transfer,Money Transfer to a Bank Account,Quick Pay,Quick Cash,f686a883abc1fc72cfb5a0af471a4314,moneyTransferSend,mobileMoneyTransfer,moneyTransferReceive,moneyTransfer,directToBusiness,quickPay,quickCash,8,,United Arab Emirates,AED011526,,,,"moneyTransferSend,mobileMoneyTransfer,moneyTransferReceive,moneyTransfer,directToBusiness,quickPay,quickCash",ae/abu-dhabi/abu-dhabi/f686a883abc1fc72cfb5a0af471a4314,FALSE,FALSE,,,,,,
NEAR BURJ AL KHAIR ABU DHABI,Closed,Closed,Closed,Closed,Closed,Closed,Closed,,Closed,Closed,Closed,Closed,Closed,Closed,Closed,00:00,,00:00,DELMA EXCHANGE,00:00,00:00,Asia/Dubai,00:00,(+971) 2-6225544,00:00,97126225544,126211611,Abu Dhabi,DELMA EXCHANGE,9366ae6faadab20cfa8763ffd132e773,"24.468314,54.340818",24.468314,ABU DHABI,Bldg Montazah Tower  Khalidiyah St,00:00,00:00,00:00,N,CLASS CODE LINTL CREDIT 00882998,"Bldg Montazah Tower  Khalidiyah St, Near Burj Al Khair Abu Dhabi, Class Code Lintl Credit 00882998, Abu Dhabi, Abu Dhabi, Ae",00:00,00:00,AE,,54.340818,00:00,N,00:00,00:00,AE,DELMA EXCHANGE,,126.08,240,Pick Up Cash,Money Transfer,Quick Pay,Quick Cash,,,,a778f90a453d508452461436b3acf123,moneyTransferReceive,moneyTransfer,quickPay,quickCash,,,,11,,United Arab Emirates,AED230130,,,,"moneyTransferReceive,moneyTransfer,quickPay,quickCash",ae/abu-dhabi/abu-dhabi/a778f90a453d508452461436b3acf123,FALSE,FALSE,,,,,,
NEAR MARINA MALL,08:50 AM - 11:59 PM,08:50 AM - 11:59 PM,08:50 AM - 11:59 PM,08:50 AM - 11:59 PM,08:50 AM - 11:59 PM,08:50 AM - 11:59 PM,08:50 AM - 11:59 PM,,08:50 AM - 11:59 PM,08:50 AM - 11:59 PM,08:50 AM - 11:59 PM,08:50 AM - 11:59 PM,08:50 AM - 11:59 PM,08:50 AM - 11:59 PM,08:50 AM - 11:59 PM,08:50,,23:59,AL FARDAN EXCHANGE TOURIST CLUB,23:59,23:59,Asia/Dubai,23:59,(+971) 2-6454111,08:50,97126454111,,Abu Dhabi,AL FARDAN EXCHANGE TOURIST CLUB,6224f8898a76dc688257851586a1eb3f,"24.476179,54.322536",24.476179,ABU DHABI,Bldg Marina Mall Corniche St,08:50,08:50,08:50,N,LIMITS BY CMP 749942,"Bldg Marina Mall Corniche St, Near Marina Mall, Limits By Cmp 749942, Abu Dhabi, Abu Dhabi, Ae",23:59,08:50,AE,,54.322536,23:59,N,08:50,23:59,AE,AL FARDAN EXCHANGE,,126.15,240,Cash Money Transfer,Mobile Money Transfer,Pick Up Cash,Money Transfer,Money Transfer to a Bank Account,Quick Pay,Quick Cash,308f72f4525e803b7bfd9f6d4369d3b2,moneyTransferSend,mobileMoneyTransfer,moneyTransferReceive,moneyTransfer,directToBusiness,quickPay,quickCash,8,,United Arab Emirates,AED420210,,,,"moneyTransferSend,mobileMoneyTransfer,moneyTransferReceive,moneyTransfer,directToBusiness,quickPay,quickCash,stageAndPay,stageAndPaySend,stageAndPayReceive",ae/abu-dhabi/abu-dhabi/308f72f4525e803b7bfd9f6d4369d3b2,FALSE,FALSE,Pay for Transfers Started on App,Cash Money Transfer,Pick Up Cash,stageAndPay,stageAndPaySend,stageAndPayReceive
NEAR MARINA MALL AD,07:30 AM - 11:59 PM,07:30 AM - 11:59 PM,07:30 AM - 11:59 PM,07:30 AM - 11:59 PM,07:30 AM - 11:59 PM,07:30 AM - 11:59 PM,07:30 AM - 11:59 PM,,07:30 AM - 11:59 PM,07:30 AM - 11:59 PM,07:30 AM - 11:59 PM,07:30 AM - 11:59 PM,07:30 AM - 11:59 PM,07:30 AM - 11:59 PM,07:30 AM - 11:59 PM,07:30,,23:59,AL ANSARI EXCHANGE,23:59,23:59,Asia/Dubai,23:59,(+971) 2-6818810,07:30,97126818810,,Abu Dhabi,AL ANSARI EXCHANGE,dd695127669a28f6f72eb3d3cad2c218,"24.476278,54.322316",24.476278,ABU DHABI,Bldg Marina Mallbreakwater Corniche St,07:30,07:30,07:30,N,LIMITS BY CMP 749942,"Bldg Marina Mallbreakwater Corniche St, Near Marina Mall Ad, Limits By Cmp 749942, Abu Dhabi, Abu Dhabi, Ae",23:59,07:30,AE,,54.322316,23:59,N,07:30,23:59,AE,AL ANSARI EXCHANGE,,126.15,240,Cash Money Transfer,Mobile Money Transfer,Pick Up Cash,Money Transfer,Money Transfer to a Bank Account,Quick Pay,Quick Cash,6a7ed3f0ae1c49569233abdfdff1925d,moneyTransferSend,mobileMoneyTransfer,moneyTransferReceive,moneyTransfer,directToBusiness,quickPay,quickCash,8,,United Arab Emirates,AED010305,,,,"moneyTransferSend,mobileMoneyTransfer,moneyTransferReceive,moneyTransfer,directToBusiness,quickPay,quickCash",ae/abu-dhabi/abu-dhabi/6a7ed3f0ae1c49569233abdfdff1925d,FALSE,FALSE,,,,,,
NEAR COOP BUTEEN ABU DHABI,07:30 AM - 11:59 PM,07:30 AM - 11:59 PM,07:30 AM - 11:59 PM,07:30 AM - 11:59 PM,07:30 AM - 11:59 PM,07:30 AM - 11:59 PM,07:30 AM - 11:59 PM,,07:30 AM - 11:59 PM,07:30 AM - 11:59 PM,07:30 AM - 11:59 PM,07:30 AM - 11:59 PM,07:30 AM - 11:59 PM,07:30 AM - 11:59 PM,07:30 AM - 11:59 PM,07:30,,23:59,AL ANSARI EXCHANGE,23:59,23:59,Asia/Dubai,23:59,(+971) 2-6669822,07:30,97126669822,,Abu Dhabi,AL ANSARI EXCHANGE,dd695127669a28f6f72eb3d3cad2c218,"24.462221,54.359729",24.462221,ABU DHABI,Bldg Coop Buteen Auh Al Marjan St,07:30,07:30,07:30,N,LIMITS BY CMP 749942,"Bldg Coop Buteen Auh Al Marjan St, Near Coop Buteen Abu Dhabi, Limits By Cmp 749942, Abu Dhabi, Abu Dhabi, Ae",23:59,07:30,AE,,54.359729,23:59,N,07:30,23:59,AE,AL ANSARI EXCHANGE,,126.24,240,Cash Money Transfer,Mobile Money Transfer,Pick Up Cash,Money Transfer,Money Transfer to a Bank Account,Quick Pay,Quick Cash,4faea7423590f49076677ae2de4135f9,moneyTransferSend,mobileMoneyTransfer,moneyTransferReceive,moneyTransfer,directToBusiness,quickPay,quickCash,8,,United Arab Emirates,AED010558,,,,"moneyTransferSend,mobileMoneyTransfer,moneyTransferReceive,moneyTransfer,directToBusiness,quickPay,quickCash",ae/abu-dhabi/abu-dhabi/4faea7423590f49076677ae2de4135f9,FALSE,FALSE,,,,,,
NEAR: LULU HYPERMARKET,08:30 AM - 11:59 PM,08:30 AM - 11:59 PM,08:30 AM - 11:59 PM,08:30 AM - 11:59 PM,08:30 AM - 11:59 PM,08:30 AM - 11:59 PM,08:30 AM - 11:59 PM,,08:30 AM - 11:59 PM,08:30 AM - 11:59 PM,08:30 AM - 11:59 PM,08:30 AM - 11:59 PM,08:30 AM - 11:59 PM,08:30 AM - 11:59 PM,08:30 AM - 11:59 PM,08:30,,23:59,SHARAF EXCHANGE,23:59,23:59,Asia/Dubai,23:59,(+971) 4-3554560,08:30,97143554560,,Abu Dhabi,SHARAF EXCHANGE,937ebc7d494d65049967352c22aaee34,"24.375545,54.530437",24.375545,ABU DHABI,"Bldg Capital Mall, Musaffah St",08:30,08:30,08:30,N,LIMITS BY INTL BY AGENT 00950509,"Bldg Capital Mall, Musaffah St, Near: Lulu Hypermarket, Limits By Intl By Agent 00950509, Abu Dhabi, Abu Dhabi, Ae",23:59,08:30,AE,,54.530437,23:59,N,08:30,23:59,AE,SHARAF EXCHANGE,,126.24,240,Cash Money Transfer,Mobile Money Transfer,Pick Up Cash,Money Transfer,Money Transfer to a Bank Account,Quick Pay,Quick Cash,b4f8c584a63d77cc62d2f998340284ee,moneyTransferSend,mobileMoneyTransfer,moneyTransferReceive,moneyTransfer,directToBusiness,quickPay,quickCash,8,,United Arab Emirates,AED520750,,,,"moneyTransferSend,mobileMoneyTransfer,moneyTransferReceive,moneyTransfer,directToBusiness,quickPay,quickCash",ae/abu-dhabi/abu-dhabi/b4f8c584a63d77cc62d2f998340284ee,FALSE,FALSE,,,,,,
NEAR JAGUAR SHOWROOM,07:30 AM - 11:59 PM,07:30 AM - 11:59 PM,07:30 AM - 11:59 PM,07:30 AM - 11:59 PM,07:30 AM - 11:59 PM,07:30 AM - 11:59 PM,07:30 AM - 11:59 PM,,07:30 AM - 11:59 PM,07:30 AM - 11:59 PM,07:30 AM - 11:59 PM,07:30 AM - 11:59 PM,07:30 AM - 11:59 PM,07:30 AM - 11:59 PM,07:30 AM - 11:59 PM,07:30,,23:59,AL ANSARI EXCHANGE,23:59,23:59,Asia/Dubai,23:59,(+971) 2-4916235,07:30,97124916235,,Abu Dhabi,AL ANSARI EXCHANGE,dd695127669a28f6f72eb3d3cad2c218,"24.469593,54.341796",24.469593,ABU DHABI,Bldg Spar Supermarket Arabian Gulf St,07:30,07:30,07:30,N,LIMITS BY CMP 749942,"Bldg Spar Supermarket Arabian Gulf St, Near Jaguar Showroom, Limits By Cmp 749942, Abu Dhabi, Abu Dhabi, Ae",23:59,07:30,AE,,54.341796,23:59,N,07:30,23:59,AE,AL ANSARI EXCHANGE,,126.24,240,Cash Money Transfer,Mobile Money Transfer,Pick Up Cash,Money Transfer,Money Transfer to a Bank Account,Quick Pay,Quick Cash,ef0620d68a7751ea3e32bb080992be68,moneyTransferSend,mobileMoneyTransfer,moneyTransferReceive,moneyTransfer,directToBusiness,quickPay,quickCash,8,,United Arab Emirates,AED011560,,,,"moneyTransferSend,mobileMoneyTransfer,moneyTransferReceive,moneyTransfer,directToBusiness,quickPay,quickCash",ae/abu-dhabi/abu-dhabi/ef0620d68a7751ea3e32bb080992be68,FALSE,FALSE,,,,,,
NEAR SPAR SUPERMARKET,07:30 AM - 11:59 PM,07:30 AM - 11:59 PM,07:30 AM - 11:59 PM,07:30 AM - 11:59 PM,07:30 AM - 11:59 PM,07:30 AM - 11:59 PM,07:30 AM - 11:59 PM,,07:30 AM - 11:59 PM,07:30 AM - 11:59 PM,07:30 AM - 11:59 PM,07:30 AM - 11:59 PM,07:30 AM - 11:59 PM,07:30 AM - 11:59 PM,07:30 AM - 11:59 PM,07:30,,23:59,AL ANSARI EXCHANGE,23:59,23:59,Asia/Dubai,23:59,(+971) 2-6661646,07:30,97126661646,,Abu Dhabi,AL ANSARI EXCHANGE,dd695127669a28f6f72eb3d3cad2c218,"24.469597,54.341789",24.469597,ABU DHABI,Bldg Al Ahlia Tower Arabian Gulf St,07:30,07:30,07:30,N,LIMITS BY CMP 749942,"Bldg Al Ahlia Tower Arabian Gulf St, Near Spar Supermarket, Limits By Cmp 749942, Abu Dhabi, Abu Dhabi, Ae",23:59,07:30,AE,,54.341789,23:59,N,07:30,23:59,AE,AL ANSARI EXCHANGE,,126.24,240,Cash Money Transfer,Mobile Money Transfer,Pick Up Cash,Money Transfer,Money Transfer to a Bank Account,Quick Pay,Quick Cash,0092c735517c69228e629f8bd385f838,moneyTransferSend,mobileMoneyTransfer,moneyTransferReceive,moneyTransfer,directToBusiness,quickPay,quickCash,8,,United Arab Emirates,AED012121,,,,"moneyTransferSend,mobileMoneyTransfer,moneyTransferReceive,moneyTransfer,directToBusiness,quickPay,quickCash",ae/abu-dhabi/abu-dhabi/0092c735517c69228e629f8bd385f838,FALSE,FALSE,,,,,,
NEAR FORD SHOWROOM AL KHALIDIYAH,07:30 AM - 11:59 PM,07:30 AM - 11:59 PM,07:30 AM - 11:59 PM,07:30 AM - 11:59 PM,07:30 AM - 11:59 PM,07:30 AM - 11:59 PM,07:30 AM - 11:59 PM,,07:30 AM - 11:59 PM,07:30 AM - 11:59 PM,07:30 AM - 11:59 PM,07:30 AM - 11:59 PM,07:30 AM - 11:59 PM,07:30 AM - 11:59 PM,07:30 AM - 11:59 PM,07:30,,23:59,AL ANSARI EXCHANGE,23:59,23:59,Asia/Dubai,23:59,(+971) 2-5566703,07:30,97125566703,,Abu Dhabi,AL ANSARI EXCHANGE,dd695127669a28f6f72eb3d3cad2c218,"24.469604,54.341792",24.469604,ABU DHABI,Bldg Spar Supermarket Arabian Gulf St,07:30,07:30,07:30,N,LIMITS BY CMP 749942,"Bldg Spar Supermarket Arabian Gulf St, Near Ford Showroom Al Khalidiyah, Limits By Cmp 749942, Abu Dhabi, Abu Dhabi, Ae",23:59,07:30,AE,,54.341792,23:59,N,07:30,23:59,AE,AL ANSARI EXCHANGE,,126.25,240,Cash Money Transfer,Mobile Money Transfer,Pick Up Cash,Money Transfer,Money Transfer to a Bank Account,Quick Pay,Quick Cash,199d2da4f7cfacacc813b03a1c8e87b7,moneyTransferSend,mobileMoneyTransfer,moneyTransferReceive,moneyTransfer,directToBusiness,quickPay,quickCash,8,,United Arab Emirates,AED012659,,,,"moneyTransferSend,mobileMoneyTransfer,moneyTransferReceive,moneyTransfer,directToBusiness,quickPay,quickCash",ae/abu-dhabi/abu-dhabi/199d2da4f7cfacacc813b03a1c8e87b7,FALSE,FALSE,,,,,,
NEAR: ABU DHABI GRAND MASJID,08:00 AM - 11:59 PM,08:00 AM - 11:59 PM,08:00 AM - 11:59 PM,08:00 AM - 11:59 PM,08:00 AM - 11:59 PM,08:00 AM - 11:59 PM,08:00 AM - 11:59 PM,,08:00 AM - 11:59 PM,08:00 AM - 11:59 PM,08:00 AM - 11:59 PM,08:00 AM - 11:59 PM,08:00 AM - 11:59 PM,08:00 AM - 11:59 PM,08:00 AM - 11:59 PM,08:00,,23:59,AL ANSARI EXCHANGE,23:59,23:59,Asia/Dubai,23:59,(+971) 2-4478508,08:00,97124478508,,Sheik Zayed Grand Mosque Road,AL ANSARI EXCHANGE,dd695127669a28f6f72eb3d3cad2c218,"24.408129,54.475243",24.408129,ABU DHABI,"Bldg Souq Al Jami, Al Khaleej Al Arabi S",08:00,08:00,08:00,N,LIMITS BY CMP 749942,"Bldg Souq Al Jami, Al Khaleej Al Arabi S, Near: Abu Dhabi Grand Masjid, Limits By Cmp 749942, Sheik Zayed Grand Mosque Road, Abu Dhabi, Ae",23:59,08:00,AE,,54.475243,23:59,N,08:00,23:59,AE,AL ANSARI EXCHANGE,,126.33,240,Cash Money Transfer,Mobile Money Transfer,Pick Up Cash,Money Transfer,Money Transfer to a Bank Account,Quick Pay,Quick Cash,23ad8136f4b0fed6d6f97c7847acfc97,moneyTransferSend,mobileMoneyTransfer,moneyTransferReceive,moneyTransfer,directToBusiness,quickPay,quickCash,8,,United Arab Emirates,AED015465,,,,"moneyTransferSend,mobileMoneyTransfer,moneyTransferReceive,moneyTransfer,directToBusiness,quickPay,quickCash",ae/abu-dhabi/sheik-zayed-grand-mosque-road/23ad8136f4b0fed6d6f97c7847acfc97,FALSE,FALSE,,,,,,
NEAR: BUSKIN ROBBINS MUROOR,09:00 AM - 10:45 PM,09:00 AM - 10:45 PM,09:00 AM - 10:45 PM,09:00 AM - 10:45 PM,09:00 AM - 10:45 PM,09:00 AM - 10:45 PM,07:30 PM - 10:45 PM,,09:00 AM - 10:45 PM,09:00 AM - 10:45 PM,09:00 AM - 10:45 PM,09:00 AM - 10:45 PM,09:00 AM - 10:45 PM,09:00 AM - 10:45 PM,07:30 PM - 10:45 PM,19:30,,22:45,AL BADER EXCHANGE MUROOR BRANCH,22:45,22:45,Asia/Dubai,22:45,(+971) 2-5597574,09:00,97125597574,,Abu Dhabi,AL BADER EXCHANGE MUROOR BRANCH,dc77c4fcbb2898410c94b3bdfebc82da,"24.439928,54.412341",24.439928,ABU DHABI,"Bldg E-38 Sector 1, Al Mahboub St",09:00,09:00,09:00,N,DAILY LIMIT RITM0045475,"Bldg E-38 Sector 1, Al Mahboub St, Near: Buskin Robbins Muroor, Daily Limit Ritm0045475, Abu Dhabi, Abu Dhabi, Ae",22:45,09:00,AE,,54.412341,22:45,N,09:00,22:45,AE,AL BADER EXCHANGE,,126.34,240,Pick Up Cash,Money Transfer,Quick Pay,Quick Cash,,,,9fac06294f7f730d4fe84086f093e449,moneyTransferReceive,moneyTransfer,quickPay,quickCash,,,,11,,United Arab Emirates,AJ2170154,,,,"moneyTransferReceive,moneyTransfer,quickPay,quickCash",ae/abu-dhabi/abu-dhabi/9fac06294f7f730d4fe84086f093e449,FALSE,FALSE,,,,,,
NEAR: MAZYA MALL,09:30 AM - 11:00 PM,09:30 AM - 11:00 PM,09:30 AM - 11:00 PM,09:30 AM - 11:00 PM,09:30 AM - 11:00 PM,09:30 AM - 11:00 PM,09:30 AM - 11:00 PM,,09:30 AM - 11:00 PM,09:30 AM - 11:00 PM,09:30 AM - 11:00 PM,09:30 AM - 11:00 PM,09:30 AM - 11:00 PM,09:30 AM - 11:00 PM,09:30 AM - 11:00 PM,09:30,,23:00,LULU INTERNATIONAL EXCHANGE LLC,23:00,23:00,Asia/Dubai,23:00,(+971) 2-6547000,09:30,97126547000,,Abu Dhabi,LULU INTERNATIONAL EXCHANGE LLC,d2dc7817103cee9d1234c77438ca7e4c,"24.373372,54.537753",24.373372,ABU DHABI,Bldg Mazyad Mall 79th St,09:30,09:30,09:30,N,TRANSACTION LIMITS BY ROM 00937849,"Bldg Mazyad Mall 79th St, Near: Mazya Mall, Transaction Limits By Rom 00937849, Abu Dhabi, Abu Dhabi, Ae",23:00,09:30,AE,,54.537753,23:00,N,09:30,23:00,AE,LULU INTERNATIONAL EXCHANGE LL,,126.45,240,Cash Money Transfer,Mobile Money Transfer,Pick Up Cash,Money Transfer,Money Transfer to a Bank Account,Quick Pay,Quick Cash,9692df791e87c1fb93695b4a1fd10f3c,moneyTransferSend,mobileMoneyTransfer,moneyTransferReceive,moneyTransfer,directToBusiness,quickPay,quickCash,8,,United Arab Emirates,AED220054,,,,"moneyTransferSend,mobileMoneyTransfer,moneyTransferReceive,moneyTransfer,directToBusiness,quickPay,quickCash",ae/abu-dhabi/abu-dhabi/9692df791e87c1fb93695b4a1fd10f3c,FALSE,FALSE,,,,,,
NEAR MAZYAD MALL,08:30 AM - 01:00 AM,08:30 AM - 01:00 AM,08:30 AM - 01:00 AM,08:30 AM - 01:00 AM,09:00 AM - 01:00 AM,08:30 AM - 01:00 AM,08:30 AM - 01:00 AM,,08:30 AM - 01:00 AM,08:30 AM - 01:00 AM,08:30 AM - 01:00 AM,08:30 AM - 01:00 AM,09:00 AM - 01:00 AM,08:30 AM - 01:00 AM,08:30 AM - 01:00 AM,08:30,,01:00,AL JABER EXCHANGE,01:00,01:00,Asia/Dubai,01:00,(+971) 2-5591555,08:30,97125591555,,Abu Dhabi,AL JABER EXCHANGE,9d111914e362e5226f17020966c67c9c,"24.373310,54.537924",24.37331,ABU DHABI,Bldg Mazayed Mall Shop G15 79th St,08:30,08:30,08:30,N,LIMITS BY CMP 749942,"Bldg Mazayed Mall Shop G15 79th St, Near Mazyad Mall, Limits By Cmp 749942, Abu Dhabi, Abu Dhabi, Ae",01:00,09:00,AE,,54.537924,01:00,N,08:30,01:00,AE,AL JABER EXCHANGE,,126.46,240,Cash Money Transfer,Mobile Money Transfer,Pick Up Cash,Money Transfer,Money Transfer to a Bank Account,Quick Pay,Quick Cash,7427377226ce8e248cae786fe43e37f2,moneyTransferSend,mobileMoneyTransfer,moneyTransferReceive,moneyTransfer,directToBusiness,quickPay,quickCash,8,,United Arab Emirates,AED300024,,,,"moneyTransferSend,mobileMoneyTransfer,moneyTransferReceive,moneyTransfer,directToBusiness,quickPay,quickCash",ae/abu-dhabi/abu-dhabi/7427377226ce8e248cae786fe43e37f2,FALSE,FALSE,,,,,,
